,theproduct,theCommenturl,who,star,thetime,location,SKU,comment,helpful,sku
28,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Roaldo A. Percoco,5.0,2023-10-10 00:00:00,美國,,"Setup was easy, computer is fast and works perfectly. No problems with anything.",0,樣式: Intel Core i7-4770 | 無光學
29,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,S Johnson,5.0,2023-09-20 00:00:00,美國,,"This was supposed to be a refurbished desktop computer but it looks new to me, even on the inside. The solid state hard drive it quiet and much faster than my old HP computer. It was a good decision to upgrade.",0,樣式: Intel Core i7-4770 | 無光學
30,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ichiban Saru,4.0,2023-02-26 00:00:00,美國,,"I received an email a day before the delivery date from the company explaining how to download wifi drivers if there was a problem at boot up. It had a link that took me to the drivers. I ended up not needing to use them, but it was a nice gesture.

The computer comes with:
- Wifi USB dongle
- Bluetooth USB dongle
- AC power cord
- Display Port to HDMI adaptor (computer only has Display Port slots)
- Corded Mouse (low quality but useable)
- Corded Keyboard (low quality, but better than the mouse)
- Paperwork that explains that Windows 10 is a OEM volume install so it comes pre-activated.

The outer housing of the computer was in almost new condition. The only flaws noticeable were a couple small scratches on the silver Dell logo area.
It started right up and booted into Windows without a problem. It took me moving the Wifi dongle to another USB port to get a connection, but that was the only problem I ran into. Since then, the computer and connection are stable and strong.
The graphics are good for business and video/internet duty. You can play older games, but the GPU isn't made for gaming so don't buy this computer for a kid who wants to game unless they like vintage gaming.
I like the computer and knew the limitations before I purchased it. It's a big step up from my old laptop and the only real downside (which I knew before buying it) was that it's not Windows 11 upgradable.",44,樣式: Intel Core i7-4770 | 無光學
31,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Don H,4.0,2023-05-29 00:00:00,美國,,"This is a nice desktop a a reasonable price. When I first conneced everything and powered up the system, I could not get WIFI access. I contacted the seller and they responded that WIFI access was via a USB plug in that was in the keyboard box. I hadn't opened the keyboard box because I was using my own wireless keyboard and mouse. I plugged in the USB dongle and I now have WIFI on my 4G home network, but not on my 5G which I would have preferred.
Also, I found the wired mouse and keyboard inconvenient because I have the desktop located just far enough away that I need a wireless mouse and keyboard. Overall, this is a good buy, and the seller was very responsive when I had questions.",18,樣式: Intel Core i7-4770 | 無光學
32,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,athleticdiction,5.0,2023-10-07 00:00:00,美國,,Great computer with fast working speed and connectivity to my wifi,0,樣式: Intel Core i7-4770 | 無光學
33,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mike,4.0,2023-08-29 00:00:00,美國,,Great box for the price.,0,樣式: Intel Core i7-4770 | 無光學
34,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jonathan c.,4.0,2023-07-06 00:00:00,美國,,ok so for the first day it was great for Minecraft but over time the cpu was getting hot (not that its not supposed to) and was causing the game to lag a little. I recommend that you check the thermal paste. the thermal paste that was on the cpu was hard and had to scrape it off. might replace or upgrade the fans and try to mod the case to improve cooling. for the price its great.,6,樣式: Intel Core i7-4770 | 無光學
35,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Marissa vanmeter,4.0,2023-08-12 00:00:00,美國,,Everything was perfect besides the speaker it doesn’t always work. 3/4th the time is making like a static/screech noise.,0,樣式: RGB 金色搭配 22 吋 FHD LED
36,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Angela Rhoades,5.0,2023-09-16 00:00:00,美國,,My Son wanted this and so far he really likes it. His only complaint is that it disconnects from WiFi often. No issues so far. I need a second one for my other Son.,0,樣式: Intel Core i7-4770 | 無光學
37,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,5.0,2023-10-04 00:00:00,美國,,Excellent. works as good as new.,0,樣式: Intel Core i7-4770 | 無光學
38,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sonia M. Almonte,5.0,2023-10-10 00:00:00,美國,,excellente....,0,樣式: Intel Core i7-4770 | 無光學
39,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mike,4.0,2023-08-14 00:00:00,美國,,"nice basic computer the mouse was a piece, Keyboard was ok.",0,樣式: Intel Core i7-4770 | 無光學
40,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cully,5.0,2023-09-13 00:00:00,美國,,"Got this for our VFW post Quartermaster, and it was worth it, so far, if it last a couple years it will be worth the money. Fast, plenty of storage...may buy one for my home",0,樣式: Intel Core i7-4770 | 無光學
41,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,M Carpenter,5.0,2023-09-27 00:00:00,美國,,"Easy to set up, honest about what you're getting.",0,樣式: Intel Core i7-4770 | 無光學
42,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JohnnyNet,3.0,2023-07-17 00:00:00,美國,,"Dell should have been MUCH MORE UPFRONT about what this machines does NOT have:

TPM - the description said this so no big deal

Incompatible network controller - the drivers have been retired by dell. The machine did not pick up my late model comcast wifi router. Simply did not show up in a list of available routers. You will need an external high gain USB A or C antenna. Not expensive but a fundamental feature of modern computers does not work.

NO HDMI port - with copyright protection 4K will not work for streaming and you will be relegated to SD for TV or movies - I'm shocked there is no HDMI port. Just DisplayPort which is not digital from my understanding. AND THERE IS NO DP TO DP. I had to go out and buy one.

Not a deal breaker because of the hardware installed but dell and amazon could have been more upfront about its limitations. Buyer beware.",8,樣式: Intel Core i7-4770 | 無光學
43,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tim Leslie,4.0,2023-07-19 00:00:00,美國,,When I use this PC I can sometimes see waves of graphics come by good for new PC players always plug in the internet dongle in first mine broke,2,樣式: RGB 配備 22 吋 FHD LED
44,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,angela pedrosa,3.0,2023-06-19 00:00:00,美國,,"when I first turned on the computer it was like I bought a brand new one, setting up windows, putting your Microsoft account, ect, but then when I installed my anti-virus software in it automatically detected a trojan virus that was in the system files. And right away i started to lose data from certain programs. So, Luckly I'm sort of a geek when it comes to computers and right away i started to run chkdsk & other commands that lets me know what's wrong with my OS, and then ""BSOD"" for those who knows what that means, it means corrupted system files or faulty hardware. Anyways i had to get a new ssd for it and get the original OS it came with when it was first sold, and i was surprised at all the upgrades that was done to it. Anyways to make a long story short it now is running with windows 10 and a brand-new Samsung ssd which is a faster ssd then it came with. So now I'm a happy camper because this is one of the fastest computers i have ever owned or even seen..",6,樣式: Intel Core i7-4770 | 無光學
45,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Voltaire,5.0,2023-09-20 00:00:00,美國,,So far so good. I have been using it for three months now and had no issues with it.,0,樣式: Intel Core i7-4770 | 無光學
46,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,W. G. Osborne,4.0,2023-07-27 00:00:00,美國,,The PC performs well. My only concern is that it is older than I expected. It's a nice machine.,1,樣式: Intel Core i7-4770 | 無光學
47,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Eduardo,4.0,2023-07-14 00:00:00,美國,,I've had the computer for a week now and I've had no problems with it. I wanted an easy simple computer. And this is great for the price.,1,樣式: Intel Core i7-4770 | 無光學
48,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,mn,5.0,2023-08-06 00:00:00,美國,,"The unit shipped is actually a 7020 which is a slightly newer model from 2014.
The unit looks like it's never been used so not sure maybe they were over stocked.
Fast processor and with the 32gb it is quick to load and display any app.
Two display ports and a vga port and a good graphics card means you can power three monitors
In extended mode. It is better with DP to HDMI cables rather than using the supplied converter.
Two converters do not plug in to the available slots as they are two close together",4,樣式: Intel Core i7-4770 | 無光學
49,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ro,5.0,2023-09-26 00:00:00,美國,,Replaced my old desktop. Works great!,0,樣式: Intel Core i7-4770 | 無光學
50,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Marebear,4.0,2023-07-16 00:00:00,美國,,Products were great. My only complaint is that it is a little slow for online gaming. Other than that this is a great product.,0,樣式: RGB 配備 22 吋 FHD LED
51,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,steve,5.0,2023-08-29 00:00:00,美國,,"Bought this to replace my 2012 HP which took over 3 min. to boot up. This booted in about 5 sec. What a treat! I did have trouble transferring data from old to new, but their customer service helped with the problem. They were very pleasant to work with.",0,樣式: Intel Core i7-4770 | 無光學
52,"Dell 戴爾 Optiplex 9020 小型桌上型電腦,搭載 Intel Core i7-4770 高達 3.9GHz,HD Graphics 4600 4K 支援,32GB RAM,1TB SSD,DisplayPort,HDMI,Wi-Fi,藍牙 - Windows 10 Pro(翻新)",https://www.amazon.com/-/zh_TW/Optiplex-9020-%E5%B0%8F%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%9E%8B%E9%9B%BB%E8%85%A6-Graphics-DisplayPort/product-reviews/B08BJDFZRF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,thomas rienecker,5.0,2023-09-17 00:00:00,美國,,"what an excellent desktop for the money,i would tell anyone who needs a computer to buy this one.",0,樣式: Intel Core i7-4770 | 無光學
